Product Name,Type For,Image Name,Image Name,ActualName,BrandName,ProductDetails,Ingredients,ProductLink
Sauce Beauty Intense Repair Shampoo Chimichurri Mint Tingle (10 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/g/708/Sauce_Beauty_Intense_Repair_Shmp_10oz__11903.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/g/708/Sauce_Beauty_Intense_Repair_Shmp_10oz__11903.jpg,Intense Repair Shampoo Chimichurri Mint Tingle (10 oz.),Sauce Beauty,"<p style=""text-align: center;""><strong>Healthy Ingredients for Happy Hair!</strong></p> <p>Treat your scalp to the invigorating sensation of mint and peppermint oils while intensely moisturizing dry, damaged hair. This shampoo will wake you up with a kick!</p> <p>Works best for medium to coarse hair, or hair that is highly processed or damaged.</p> <p><strong>Key benefits:</strong></p> <ul> <li>Highly moisturizing</li> <li>Helps repair damage</li> <li>Helps soothe and calm the scalp</li> </ul>",,/sauce-beauty-intense-repair-shampoo-chimichurri-mint-tingle-10-oz/
Sauce Beauty Intense Repair Conditioner Coconut Cream (10 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/j/287/Sauce_Beauty_Intense_Repair_Cond_10oz__88259.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/j/287/Sauce_Beauty_Intense_Repair_Cond_10oz__88259.jpg,Intense Repair Conditioner Coconut Cream (10 oz.),Sauce Beauty,"<p style=""text-align: center;""><strong>Healthy Ingredients for Happy Hair!</strong></p> <p>Your dry, damaged hair will go bananas for this intensely rich conditioner, enriched with moisturizing coconut oil, banana, and rich jarrah honey.</p> <p>Works best for medium to coarse hair, or hair that is highly processed or damaged.</p> <p><strong>Key benefits:</strong></p> <ul> <li>Highly moisturizing</li> <li>Helps repair damage</li> <li>Smoothes and defrizzes</li> </ul>",,/sauce-beauty-intense-repair-conditioner-coconut-cream-10-oz/
Sauce Beauty Deep Moisture Mask Guacamole Whip (12 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/w/633/Sauce_Beauty_Guacamole_Mask_12oz__08022.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/w/633/Sauce_Beauty_Guacamole_Mask_12oz__08022.jpg,Deep Moisture Mask Guacamole Whip (12 oz.),Sauce Beauty,"<p style=""text-align: center;""><strong>Healthy Ingredients for Happy Hair!</strong></p> <p style=""text-align: center;""><em>Winner of the prestigious&nbsp;Naturallycurly.com Best of the Best Leaders in Curl Deep Conditioner award!&nbsp;</em></p> <p>Your hair will thank you for this whipped, rich Guacamole Whip; infused with the power of avocado, Jarrah honey, argan oil, and monoi oil. Double dip all you want, nobody&rsquo;s looking!</p> <p>Great for all hair types.</p> <p><strong>Key benefits:</strong></p> <ul> <li>Highly moisturizing without weigh down</li> <li>Helps repair damaged hair</li> <li>Smoothes hair and frizz</li> </ul>",,/sauce-beauty-deep-moisture-mask-guacamole-whip-12-oz/
Sauce Beauty Deep Moisture Mask Guacamole Whip (1 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/q/192/Sauce_Beauty_Guacamole_Mask_1oz__32380.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/q/192/Sauce_Beauty_Guacamole_Mask_1oz__32380.jpg,Deep Moisture Mask Guacamole Whip (1 oz.),Sauce Beauty,"<p style=""text-align: center;""><strong>Healthy Ingredients for Happy Hair!</strong></p> <p style=""text-align: center;""><em>Winner of the prestigious&nbsp;Naturallycurly.com Best of the Best Leaders in Curl Deep Conditioner award!&nbsp;</em></p> <p>Your hair will thank you for this whipped, rich Guacamole Whip; infused with the power of avocado, Jarrah honey, argan oil, and monoi oil. Double dip all you want, nobody&rsquo;s looking!</p> <p>Great for all hair types.</p> <p><strong>Key benefits:</strong></p> <ul> <li>Highly moisturizing without weigh down</li> <li>Helps repair damaged hair</li> <li>Smoothes hair and frizz</li> </ul>",,/sauce-beauty-deep-moisture-mask-guacamole-whip-1-oz/
Sauce Beauty Thermal Protectant Spray Hot Sauce (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/g/518/Sauce_Beauty_Hot_Sauce_Thermal_Spray_8oz__95021.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/g/518/Sauce_Beauty_Hot_Sauce_Thermal_Spray_8oz__95021.jpg,Thermal Protectant Spray Hot Sauce (8 oz.),Sauce Beauty,"<p style=""text-align: center;""><strong>Healthy Ingredients for Happy Hair!</strong></p> <p>Fight fire with fire! This cayenne-infused heat protector helps protect the hair with soothing aloe. Argan oil leaves hair feeling soft and smooth. Don&rsquo;t be afraid to bring the heat!</p> <p>Works best for all hair types when using a flat iron or curling iron.</p> <p><strong>Key benefits:</strong></p> <ul> <li>Protects against heat damage up to 450 degrees</li> <li>Adds shine</li> <li>Reduces frizz</li> </ul>",,/sauce-beauty-thermal-protectant-spray-hot-sauce-8-oz/
Sauce Beauty Leave-In Conditioner and Detangler Tzatziki Taming Spray (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/v/257/Sauce_Beauty_Leave-In_Cond_8oz__97363.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/v/257/Sauce_Beauty_Leave-In_Cond_8oz__97363.jpg,Leave-In Conditioner and Detangler Tzatziki Taming Spray (8 oz.),Sauce Beauty,"<p style=""text-align: center;""><strong>Healthy Ingredients for Happy Hair!</strong></p> <p>Tame your hair&rsquo;s appetite for flyaways with this smoothing blend of cucumber water, coconut oil, yogurt, and mint. Smoothes hair faster than you can say tzatziki 3 times!</p> <p>Works best for all hair types; use as a replacement for conditioner for very fine to fine hair or use as a leave in conditioner for medium to coarse/coily hair types.<br /><br /><strong>Key benefits:</strong></p> <ul> <li>Smoothes and controls frizz</li> <li>Detangles</li> <li>Helps prevent split ends and hair breakage</li> </ul>",,/sauce-beauty-leave-in-conditioner-and-detangler-tzatziki-taming-spray-8-oz/
Sauce Beauty Intense Repair Oil Treatment EVOO (2 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/n/020/Sauce_Beauty_EVOO_Oil_Treatment_2oz__57792.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/n/020/Sauce_Beauty_EVOO_Oil_Treatment_2oz__57792.jpg,Intense Repair Oil Treatment EVOO (2 oz.),Sauce Beauty,"<p style=""text-align: center;""><strong>Healthy Ingredients for Happy Hair!</strong></p> <p>Finish your hair just right with our unique blend of olive, thyme, and basil oils, all rich in nutrients to help give you healthier-looking, shiny hair. Bring EVOO out of the kitchen into your bathroom!</p> <p><strong>Key benefits:</strong></p> <ul> <li>Smoothes and controls frizz</li> <li>Adds shine and silkiness</li> <li>Helps prevent split ends and hair breakage</li> </ul>",,/sauce-beauty-intense-repair-oil-treatment-evoo-2-oz/
SheaMoisture Coconut & Hibiscus Curl & Shine Shampoo (13 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/b/035/sheamoisture_CH_curl_shine_shampoo_bob16__18303.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/b/035/sheamoisture_CH_curl_shine_shampoo_bob16__18303.jpg,Coconut & Hibiscus Curl & Shine Shampoo (13 oz.),SheaMoisture,"<p>Thick, curly hair. Anti-frizz, moisture &amp; shine. Sulfate-free &amp; color-safe.<br /><br /> SheaMoisture Coconut &amp; Hibiscus Curl &amp; Shine Shampoo has coconut oil, silk protein &amp; neem oil. Coconut oil hydrates and protects hair while reducing breakage. Silk protein smoothes hair for a soft, silky feel. Neem oil controls frizz while adding brilliant shine.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than </em><em>beauty. It&rsquo;s about investing in local and global communities, </em><em>about striving to eliminate generational poverty and </em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-coconut-hibiscus-curl-shine-shampoo-13-oz/
SheaMoisture Coconut & Hibiscus Curl & Style Milk (8 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/u/050/sheamoisture_curl_style_milk_bob16__59829.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/u/050/sheamoisture_curl_style_milk_bob16__59829.jpg,Coconut & Hibiscus Curl & Style Milk (8 oz.),SheaMoisture,"<p>Thick, curly hair. Anti-frizz, moisture &amp; shine. Sulfate-free &amp; color-safe.<br /><br /> SheaMoisture Coconut &amp; Hibiscus&nbsp;Curl &amp; Style Milk has coconut oil, silk protein &amp; neem oil. Coconut oil hydrates and protects hair while reducing breakage. Silk protein smoothes hair for a soft, silky feel. Neem oil controls frizz while adding brilliant shine.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-coconut-hibiscus-curl-style-milk-8-oz/
SheaMoisture Coconut & Hibiscus Curl Enhancing Smoothie (12 oz.),All,http://shop.naturallycurly.com/product_images/y/079/sheamoisture-CH-curl-enhancing-smoothie-bob16__13319.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/y/079/sheamoisture-CH-curl-enhancing-smoothie-bob16__13319.jpg,Coconut & Hibiscus Curl Enhancing Smoothie (12 oz.),SheaMoisture,"<p style=""text-align: center;"">Thick, curly hair. Anti-frizz, moisture &amp; shine!</p> <p style=""text-align: left;""><br /><span>SheaMoisture&rsquo;s Coconut &amp; Hibiscus Curl Enhancing Smoothie is enriched with natural ingredients to give you soft, silky and defined curls! Enriched with certified organic Shea Butter, this conditioning enhancing smoothie smooths split ends and tames stray flyaways to transition damaged, over-processed hair to gloriously shiny, bouncy curls!</span></p> <p style=""text-align: left;""><span>SheaMoisture&rsquo;s Coconut &amp; Hibiscus Curl Enhancing Smoothie is an all-natural leave on styling cream specially formulated for wavy, curly hair. Coconut oil used in this moisturizing formula hydrates and protects hair against breakage while replenishing lost oils. Neem Oil imparts brilliant shine and adds volume and definition to dull, lifeless curls and coils. This enhancing smoothie bottles in the benefits of Silk Protein, an important ingredient that softens unruly locks making them irresistibly smooth and easy to manage.</span></p> <p style=""text-align: left;""><span>SheaMoisture&rsquo;s Coconut &amp; Hibiscus Curl Enhancing Smoothie is a natural hair care product which is so gentle that you can use it every day to flaunty your curls in envious, dazzling styles!</span></p> <ul> <li>Nutrient-rich vegetable butters condition hair without weighing it down for bouncy, healthy curls.</li> <li>No parabens. No phthalates. No propylene glycol. No mineral oil. No animal testing. No petrolatum. Made in the USA.</li> </ul> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about over serving the underserved.</em></p>",,/sheamoisture-coconut-hibiscus-curl-enhancing-smoothie-12-oz/
SheaMoisture Coconut & Hibiscus Curling Gel Souffle (12 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/d/697/sheamoisture_curling_gel_souffle_bob16__27485.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/d/697/sheamoisture_curling_gel_souffle_bob16__27485.jpg,Coconut & Hibiscus Curling Gel Souffle (12 oz.),SheaMoisture,"<p>Thick, curly hair. Anti-frizz, moisture &amp; shine. Sulfate-free &amp; color-safe.<br /><br /> SheaMoisture Coconut &amp; Hibiscus Curling Gel Souffle has coconut and flax seed oils that nourish, hydrate and seal the hair shaft to protect against environmental stressors, and promote natural oil retention. Enriched with Shea Butter, our natural humectant complex moisturizes and conditions leaving hair with a frizz-free, lacquer-like shine. Agave nectar delivers soft hold and body with a smooth after-feel. This product does not contain silicones, polymers or PVP which may cause buildup.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance.&nbsp; No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-coconut-hibiscus-curling-gel-souffle-12-oz/
SheaMoisture Raw Shea Butter Moisture Retention Shampoo (13 oz.),Coily,http://shop.naturallycurly.com/product_images/e/410/sheamoisture-RSB-retention-shampoo-bob16__88769.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/e/410/sheamoisture-RSB-retention-shampoo-bob16__88769.jpg,Raw Shea Butter Moisture Retention Shampoo (13 oz.),SheaMoisture,"<p>Dry, damaged hair. Heal, grow &amp; strengthen. Sulfate free &amp; color safe.<br /><br /> SheaMoisture Raw Shea Butter Moisture Retention Shampoo has sea kelp, argan oil and shea butter. Sea kelp is a mineral-rich nutrient that seals and smoothes hair cuticles. Argan oil restores shine and rebuilds hair elasticity. Shea butter deeply moisturizes while conditioning hair and scalp.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p> <p>&nbsp;</p> <p><span>Due to a manufacturer packaging change, item received may vary from product image.</span></p>",,/sheamoisture-raw-shea-butter-moisture-retention-shampoo-13-oz/
SheaMoisture Raw Shea Butter Restorative Conditioner (13 oz.),Curly,http://shop.naturallycurly.com/product_images/t/017/sheamoisture-RSB-restorative-conditioner-bob16__84715.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/t/017/sheamoisture-RSB-restorative-conditioner-bob16__84715.jpg,Raw Shea Butter Restorative Conditioner (13 oz.),SheaMoisture,"<p>Dry, damaged hair. Heal, grow &amp; strengthen. Sulfate free &amp; color safe.<br /><br /> SheaMoisture Raw Shea Butter Restorative Conditioner has sea kelp for mineral-rich nutrition that seals and smoothes hair cuticles. Argan oil restores shine while helping promote hair elasticity. Shea butter deeply moisturizes while conditioning hair and scalp.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-raw-shea-butter-restorative-conditioner-13-oz/
SheaMoisture Raw Shea Butter Deep Treatment Masque (12 oz.),All,http://shop.naturallycurly.com/product_images/n/838/sheamoisture_RSB_deep_treatment_masque_bob16__64212.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/n/838/sheamoisture_RSB_deep_treatment_masque_bob16__64212.jpg,Raw Shea Butter Deep Treatment Masque (12 oz.),SheaMoisture,"<p>Dry, damaged hair. Heal, grow &amp; strengthen. Sulfate free &amp; color safe.<br /><br /> SheaMoisture Raw Shea Butter&nbsp;Deep Treatment Masque is perfect for transitioning chemically treated hair to natural. It has sea kelp for mineral-rich nutrition that seals and smoothes hair cuticles. Argan oil restores shine while helping promote hair elasticity. Shea butter deeply moisturizes while conditioning hair and scalp.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-raw-shea-butter-deep-treatment-masque-12-oz/
SheaMoisture Raw Shea Chamomile & Argan Oil Baby Head-To-Toe Wash & Shampoo (13 oz.),All,http://shop.naturallycurly.com/product_images/n/301/sheamoisture_RSCAO_baby_wash_shampoo_bob16__41497.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/n/301/sheamoisture_RSCAO_baby_wash_shampoo_bob16__41497.jpg,Raw Shea Chamomile & Argan Oil Baby Head-To-Toe Wash & Shampoo (13 oz.),SheaMoisture,"<p>SheaMoisture Raw Shea Chamomile &amp; Argan Oil Baby Head-To-Toe Wash &amp; Shampoo is a special blend of organic shea butter and healing chamomile that helps soothe irritated skin. Argan oil, frankincense and myrrh extract keep skin soft and smooth.<br /><br /> Shea butter deeply moisturizes and repairs skin with vitamins and essential fatty acids. Chamomile has anti-inflammatory properties to help soothe red, irritated skin. Argan oil is high in vitamin E which keeps skin soft and smooth.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-raw-shea-chamomile-argan-oil-baby-head-to-toe-wash-shampoo-13-oz/
SheaMoisture Coconut & Hibiscus Hold & Shine Moisture Mist (8 oz.),Straight,http://shop.naturallycurly.com/product_images/l/131/sheamoisture_CH_moisture_mist_bob16__16298.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/l/131/sheamoisture_CH_moisture_mist_bob16__16298.jpg,Coconut & Hibiscus Hold & Shine Moisture Mist (8 oz.),SheaMoisture,"<p>Thick, curly hair. Anti-frizz, moisture &amp; shine. Sulfate-free &amp; color-safe.<br /><br /> SheaMoisture Coconut &amp; Hibiscus Hold &amp; Shine Moisture Mist is a special blend of nourishing silk protein, hydrating coconut and neem oils that restore moisture and body while providing curl control for bouncy, healthy curls.<br /><br /> Coconut Oil hydrates and protects hair while reducing breakage. Silk protein smoothes hair for a soft, silky feel. Neem oil controls frizz while adding brilliant shine.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-coconut-hibiscus-hold-shine-moisture-mist-8-oz/
SheaMoisture Raw Shea Butter Extra-Moisture Detangler (8 oz.),All,http://shop.naturallycurly.com/product_images/k/521/SM_Raw_Shea_Detangler__82256.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/k/521/SM_Raw_Shea_Detangler__82256.jpg,Raw Shea Butter Extra-Moisture Detangler (8 oz.),SheaMoisture,"<p>Dry, damaged hair. Heal, grow &amp; strengthen. Sulfate free &amp; color safe.<br /><br /> SheaMoisture's Raw Shea Butter Extra-Moisture Detangler for dry, damaged hair conditions and smoothes dry, damaged hair with natural botanicals while removing knots and tangles.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-raw-shea-butter-extra-moisture-detangler-8-oz/
SheaMoisture Raw Shea Butter Extra-Moisture Transitioning Milk (8 oz.),All,http://shop.naturallycurly.com/product_images/w/489/sheamoisture-RSB-transitioning-milk-bob16__95766.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/w/489/sheamoisture-RSB-transitioning-milk-bob16__95766.jpg,Raw Shea Butter Extra-Moisture Transitioning Milk (8 oz.),SheaMoisture,"<p>Ideal for dry, damaged hair, this creamy styling milk strengthens as it promotes healthy growth while transitioning chemically treated hair to natural. Smoothes and restores brilliant shine. <br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-raw-shea-butter-extra-moisture-transitioning-milk-8-oz/
SheaMoisture Coconut & Hibiscus Frizz-Free Curl Mousse (7.5 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/p/751/SM_Coco_Hibiscus_Mousse__71067.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/p/751/SM_Coco_Hibiscus_Mousse__71067.jpg,Coconut & Hibiscus Frizz-Free Curl Mousse (7.5 oz.),SheaMoisture,"<p>Thick, curly hair. Anti-frizz, moisture &amp; shine. Sulfate-free &amp; color-safe.<br /><br /> This moisture-rich styling secret easily enhances natural curl memory and wave pattern. No sticky, crunchy or flaky residue-just high impact volume with a soft finish.<br /><br /> Coconut Oil hydrates and protects hair while reducing breakage. Silk protein smoothes hair for a soft, silky feel. Neem oil controls frizz while adding brilliant shine.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-coconut-hibiscus-frizz-free-curl-mousse-7-5-oz/
SheaMoisture Coconut & Hibiscus Co-Wash Conditioning Cleanser (8 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/l/768/SM_Coco_Hib_CoWash_8oz__70060.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/l/768/SM_Coco_Hib_CoWash_8oz__70060.jpg,Coconut & Hibiscus Co-Wash Conditioning Cleanser (8 oz.),SheaMoisture,"<p>Thick, curly hair. Anti-frizz, moisture &amp; shine. Sulfate-free &amp; color-safe.<br /><br /> This sulfate-free conditioning cleanser removes impurities without stripping hair of natural oils. Lightweight moisturizers soften and control frizz in one easy step.<br /><br /> Coconut Oil hydrates and protects hair while reducing breakage. Silk protein smoothes hair for a soft, silky feel. Neem oil controls frizz while adding brilliant shine.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-coconut-hibiscus-co-wash-conditioning-cleanser-8-oz/
SheaMoisture Coconut & Hibiscus Curl & Shine Conditioner (13 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/z/187/SM_Coco_Hib_Cond__40549.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/z/187/SM_Coco_Hib_Cond__40549.jpg,Coconut & Hibiscus Curl & Shine Conditioner (13 oz.),SheaMoisture,"<p>LIMITED-TIME OFFER: BONUS PACKAGE WITH FREE CONDITIONER<br /><br />Thick, curly hair. Anti-frizz, moisture and shine. Sulfate-free and color-safe. This lightweight, daily conditioner restores moisture and smoothes dry hair cuticles. No more knots, snarls and tangles.</p> <p>Coconut Oil hydrates and protects hair while reducing breakage. Silk protein smoothes hair for a soft, silky feel. Neem oil controls frizz while adding brilliant shine.</p> <p>No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance. No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-coconut-hibiscus-curl-shine-conditioner-13-oz/
SheaMoisture Coconut & Hibiscus Kids Extra-Moisturizing Detangler (8 oz.),"Curly, Coily",http://shop.naturallycurly.com/product_images/i/214/SM_Coco_Hibiscus_Kids_Detangler__43192.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/i/214/SM_Coco_Hibiscus_Kids_Detangler__43192.jpg,Coconut & Hibiscus Kids Extra-Moisturizing Detangler (8 oz.),SheaMoisture,"<p>Thick, wavy, unruly hair. Anti-frizz, moisture &amp; shine. Sulfate-free.<br /><br /> This mild, moisture-rich treatment detangles, defines and tames thick, wavy or unruly hair without greasiness. Restores luster to dry, dull hair while conditioning.<br /><br /> Coconut Oil hydrates and protects hair while reducing breakage. Hibiscus Flower adds shine while maintaining volume. Slippery Elm Extract is a smoothing and soothing emollient.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance.&nbsp; No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</p> <p><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></p>",,/sheamoisture-coconut-hibiscus-kids-extra-moisturizing-detangler-8-oz/
SheaMoisture Coconut & Hibiscus Kids Curling Butter Cream (6 oz.),"Wavy, Curly, Coily",http://shop.naturallycurly.com/product_images/j/759/shea_moisture_CH_kids_butter_cream_bob16__05864.jpg,Product Image URL: http://shop.naturallycurly.com/product_images/j/759/shea_moisture_CH_kids_butter_cream_bob16__05864.jpg,Coconut & Hibiscus Kids Curling Butter Cream (6 oz.),SheaMoisture,"<p>Thick, wavy, unruly hair. Anti-frizz, body &amp; shine.<br /><br /> SheaMoisture Coconut and Hibiscus Kids Curling Butter Cream <span>provides definition while taming frizz and flyaways for smooth, bouncy curls.<br /><br /> Coconut Oil hydrates and protects while adding curl definition. Hibiscus Flower adds shine while maintaining volume. Slippery Elm Extract is a smoothing and soothing emollient.<br /><br /> No sulfates. No parabens. No phthalates. No paraffin. No gluten. No propylene glycol. No mineral oil. No synthetic fragrance.&nbsp; No PABA. No synthetic color. No DEA. No animal testing. Made in the USA.</span></p> <p><span><em>SheaMoisture Community Commerce is bigger than&nbsp;</em><em>beauty. It&rsquo;s about investing in local and global communities,&nbsp;</em><em>about striving to eliminate generational poverty and&nbsp;</em><em>empowering women. It&rsquo;s about overserving the underserved.</em></span></p>",,/sheamoisture-coconut-hibiscus-kids-curling-butter-cream-6-oz/
